city,country,host,id,price,review,stars,timestamp,titre
"bur dubai, dubai",united arab emirates,booking.com,335144,642.0,6.0,2,2018-06-24 21:37:02.802253,sun city international hotel
meknes,morocco,booking.com,1330114,595.0,8.2,3,2018-06-24 21:37:02.802253,hotel swani
amman,jordan,booking.com,3328502,254.0,,1,2018-06-24 21:37:02.802253,hijjawi mamaya hotel
ajman,united arab emirates,booking.com,2182440,3298.0,8.5,3,2018-06-24 21:37:02.802253,ewan grand resort
dubai,united arab emirates,booking.com,2635028,720.0,6.2,1,2018-06-24 21:37:02.802253,golden palace hotel l.l.c
dubai,united arab emirates,booking.com,1151109,819.0,8.2,4,2018-06-24 21:37:02.802253,suba hotel
"al barsha, dubai",united arab emirates,booking.com,48016,458.0,6.9,3,2018-06-24 21:37:02.802253,ibis al barsha
al rahba,united arab emirates,booking.com,185058,1636.0,6.0,4,2018-06-24 21:37:02.802253,tulip inn al sharia
"hassan, rabat",morocco,booking.com,98375,2513.0,7.7,5,2018-06-24 21:37:02.802253,hotel la tour hassan
"hivernage, marrakech",morocco,booking.com,98261,1902.0,7.8,5,2018-06-24 21:37:02.802253,le meridien n'fis
rabat,morocco,booking.com,1224210,4480.0,8.0,5,2018-06-24 21:37:02.802253,villa diyafa boutique hotel & spa
meknes,morocco,booking.com,1033975,693.0,7.6,3,2018-06-24 21:37:02.802253,hotel belle vue et spa
amman,jordan,booking.com,3267782,881.0,,3,2018-06-24 21:37:02.802253,london bridge hotel
sharjah,united arab emirates,booking.com,171897,491.0,7.4,2,2018-06-24 21:37:02.802253,rayan hotel corniche
abu dhabi,united arab emirates,booking.com,28042,575.0,8.5,4,2018-06-24 21:37:02.802253,cristal hotel abu dhabi
dubai,united arab emirates,booking.com,67220,501.0,8.2,4,2018-06-24 21:37:02.802253,emirates concorde hotel & apartments
dubai,united arab emirates,booking.com,279907,589.0,8.0,5,2018-06-24 21:37:02.802253,avani deira dubai hotel
umm al quwain,united arab emirates,booking.com,73150,959.0,6.1,4,2018-06-24 21:37:02.802253,bin majid flamingo
"dubai marina, dubai",united arab emirates,booking.com,2217069,6386.0,,4,2018-06-24 21:37:02.802253,four bedroom apartment - dorra bay tower
amman,jordan,booking.com,3259451,1101.0,9.2,4,2018-06-24 21:37:02.802253,rawa hotel suites
amman,jordan,booking.com,3233933,847.0,,3,2018-06-24 21:37:02.802253,rayshan hotel
sharjah,united arab emirates,booking.com,72740,589.0,7.5,3,2018-06-24 21:37:02.802253,lou'lou'a beach resort sharjah
